timestamp,latitude,longitude,speed_kmh,taxi_id,index_right,road_name
2013-07-01 00:01:13,3.5786760000000015,98.682801,3.9539032192291477,20000589,25166,
2013-07-01 00:01:13,3.5786760000000015,98.682801,3.9539032192291477,20000589,75977,
2013-07-01 00:01:28,3.579810000000002,98.68097399999999,57.3044737092787,20000589,25174,Jalan Teratai
2013-07-01 00:01:43,3.581114999999997,98.679147,59.840013685434414,20000589,90653,Jalan Badur
2013-07-01 00:01:43,3.581114999999997,98.679147,59.840013685434414,20000589,5565,Jalan Badur
2013-07-01 00:01:58,3.581673000000002,98.677347,50.20188183602221,20000589,25225,
2013-07-01 00:01:58,3.581673000000002,98.677347,50.20188183602221,20000589,59976,
2013-07-01 00:02:13,3.5820780000000028,98.67462,73.43254737350418,20000589,60554,Jalan Teuku Daud
2013-07-01 00:02:28,3.581997000000001,98.67392699999999,18.58398067084215,20000589,58,Jalan Teuku Daud
2013-07-01 00:02:43,3.582509999999999,98.671074,77.21212875987467,20000589,20150,Jalan Teuku Umar
2013-07-01 00:02:58,3.584220000000002,98.668554,81.16344586535854,20000589,86685,Jalan Zainul Arifin
2013-07-01 00:03:13,3.585524999999997,98.669562,43.973502050235815,20000589,329,Jalan Taruma
2013-07-01 00:03:28,3.5876850000000005,98.671362,74.97486295411672,20000589,146,Jalan Candi Mendut
2013-07-01 00:03:43,3.588512999999999,98.67219,31.21882017245432,20000589,23238,Jalan Candi Prambanan
2013-07-01 00:03:43,3.588512999999999,98.67219,31.21882017245432,20000589,77186,Jalan Candi Prambanan
2013-07-01 00:03:58,3.588540000000002,98.672172,0.8654641640670852,20000589,77186,Jalan Candi Prambanan
2013-07-01 00:04:13,3.5895030000000006,98.67251399999999,27.265972425780674,20000589,77187,Jalan Candi Prambanan
2013-07-01 00:04:13,3.5895030000000006,98.67251399999999,27.265972425780674,20000589,6669,Jalan Candi Prambanan
2013-07-01 00:04:28,3.5896740000000023,98.672613,5.270466477469479,20000589,6668,Jalan Kapten Maulana Lubis
2013-07-01 00:04:43,3.589818000000001,98.672541,4.294810357072041,20000589,25372,Jalan Kapten Maulana Lubis
2013-07-01 00:04:58,3.589979999999997,98.670462,55.54154332450415,20000589,96928,
2013-07-01 00:04:58,3.589979999999997,98.670462,55.54154332450415,20000589,96925,
2013-07-01 00:05:13,3.5903220000000005,98.668977,40.59153827826357,20000589,98,Jalan Glugur By Pass
2013-07-01 00:05:28,3.5917889999999986,98.67015599999999,50.18737674900172,20000589,436,Jalan Karo
2013-07-01 00:05:28,3.5917889999999986,98.67015599999999,50.18737674900172,20000589,39030,Jalan Karo
2013-07-01 00:05:28,3.5917889999999986,98.67015599999999,50.18737674900172,20000589,99328,
2013-07-01 00:05:28,3.5917889999999986,98.67015599999999,50.18737674900172,20000589,39032,
2013-07-01 00:05:28,3.5917889999999986,98.67015599999999,50.18737674900172,20000589,39031,Jalan Karo
2013-07-01 00:05:28,3.5917889999999986,98.67015599999999,50.18737674900172,20000589,434,Jalan Karo
2013-07-01 00:05:43,3.591807000000003,98.67047099999999,8.403575944051779,20000589,437,
2013-07-01 00:05:43,3.591807000000003,98.67047099999999,8.403575944051779,20000589,60557,
2013-07-01 00:05:58,3.5918160000000015,98.67047099999999,0.24018137325678213,20000589,437,
2013-07-01 00:05:58,3.5918160000000015,98.67047099999999,0.24018137325678213,20000589,60557,
2013-07-01 00:06:13,3.591797999999997,98.67047099999999,0.4803627467257614,20000589,437,
2013-07-01 00:06:13,3.591797999999997,98.67047099999999,0.4803627467257614,20000589,60557,
2013-07-01 00:06:28,3.5917889999999986,98.670462,0.3393343167600223,20000589,437,
2013-07-01 00:06:28,3.5917889999999986,98.670462,0.3393343167600223,20000589,60557,
2013-07-01 00:08:38,3.597171000000003,98.660949,13.477268798764959,20000596,102491,
2013-07-01 00:08:38,3.597171000000003,98.660949,13.477268798764959,20000596,101466,
